,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
22,22,admin.,divorced,university.degree,no,yes,0,cellular,jun,mon,113,3,1260,-2,nonexistent,-3.3930809835339506,92.19428488447693,-26.224968504670215,0.6397186724672137,5051.8489279155465,no
23,115,blue-collar,single,basic.9y,no,no,0,cellular,nov,thu,308,3,1034,0,nonexistent,-3.1443760033651076,93.03938621355618,-33.190979594150434,0.8834614726657608,5008.561604803434,no
24,41,blue-collar,single,high.school,no,yes,0,cellular,jun,thu,1538,4,1803,-2,nonexistent,-3.0510568029608143,92.07848114703117,-28.975617160773666,0.6487704920220787,5033.103716302465,yes
25,43,admin.,single,university.degree,no,yes,0,cellular,nov,fri,253,0,855,1,nonexistent,-1.6045859923529129,93.75611503193252,-39.87820468699366,0.9388694898707226,5001.488998693902,no
26,35,technician,married,university.degree,no,yes,0,cellular,nov,fri,755,4,894,0,failure,-1.8682122998412523,93.21806939754607,-34.9247250874488,0.794717729289885,5000.945109595336,no
27,30,management,single,university.degree,no,no,0,cellular,nov,tue,247,0,705,1,failure,-3.3771350701714447,92.39740636197719,-22.75538862061463,0.7849636092738901,5009.463178027119,yes
28,46,admin.,married,university.degree,no,yes,1,cellular,may,tue,292,1,541,2,failure,-1.1101685400127486,94.30821355113946,-43.313177724362134,0.9518845753768455,4977.591587327466,yes
29,75,blue-collar,married,high.school,no,no,0,cellular,nov,tue,745,5,950,1,nonexistent,-2.7438713881127184,93.30526902653767,-31.96231905740463,0.7322203704440482,5006.76299531889,yes
30,61,admin.,married,university.degree,no,no,1,cellular,sep,tue,1976,4,165,1,failure,-1.1000000000506929,95.14800837733837,-47.72851717319466,1.0267945845806423,4935.167669835543,yes
31,52,retired,single,university.degree,no,yes,0,cellular,nov,fri,287,3,1169,1,failure,-3.3916313869814436,92.55196440292832,-31.32627429634829,0.7276983324249259,5036.9108640901395,yes
32,47,retired,married,university.degree,no,yes,0,cellular,nov,wed,107,2,1801,0,failure,-3.1715458574919175,92.7199242526351,-34.09762542025211,0.7761010169065962,5020.898925249279,yes
33,30,retired,married,high.school,no,yes,0,cellular,nov,tue,266,3,411,1,failure,-2.9916725349673237,92.99637201548308,-32.62218589417322,0.8005040744200178,5004.721523926884,yes
34,45,student,married,university.degree,no,no,0,cellular,may,fri,270,2,399,1,failure,-2.665695906274013,93.84211134800606,-37.67587454406246,0.6556340380785594,5007.82723649502,yes
35,38,blue-collar,married,university.degree,no,yes,0,cellular,aug,mon,327,2,896,1,nonexistent,-3.2773338560651717,92.78917046924396,-27.507383916819478,0.6690445093350774,5023.057268123465,yes
36,42,technician,single,university.degree,no,yes,0,cellular,jul,thu,159,2,-163,7,failure,-2.7605365468791367,93.4054890316997,-35.70732418330799,1.0111989684135398,4996.58194769191,no
37,47,admin.,single,high.school,no,no,0,cellular,nov,mon,174,2,1724,-2,nonexistent,-3.3773062084276204,92.77232323227857,-30.793841739167522,0.8569804410152808,5019.703121991153,no
38,35,services,single,basic.4y,no,unknown,0,cellular,aug,thu,90,3,409,1,nonexistent,-1.3488008263472264,93.48670510258394,-37.69262363819679,0.7154457980497259,4994.497117966326,no
39,29,admin.,single,university.degree,no,yes,0,cellular,jul,thu,377,2,698,1,nonexistent,-3.358460550771375,92.41730384243644,-27.570624630549375,0.7788357131134019,5021.176587065413,yes
40,22,retired,divorced,basic.4y,no,no,0,cellular,may,tue,146,0,689,1,failure,-1.4835603562142898,93.71860330386349,-39.544949848416096,0.724605770013852,5000.779343712634,no
41,23,housemaid,single,professional.course,no,yes,0,cellular,may,tue,251,2,88,2,nonexistent,-1.2779611806744198,94.01024677616451,-43.304059562814665,0.7635559441963022,5008.52479219229,yes
42,50,entrepreneur,single,basic.6y,no,yes,0,cellular,sep,wed,402,0,-91,2,failure,-1.1108640015486908,94.19447256591498,-39.78629588922502,0.7119018483967798,4976.042657787871,yes
43,31,admin.,married,university.degree,no,yes,0,cellular,jul,thu,367,2,910,0,nonexistent,-1.1933496959511554,94.60198748190892,-40.484853505293195,0.7580446209043418,4985.720316892812,yes
44,37,unemployed,married,unknown,no,yes,0,cellular,nov,wed,123,4,1384,0,nonexistent,-1.8686989442489603,94.2690277181915,-41.42908091354185,1.0230455920280903,4969.419923788199,no
45,70,admin.,divorced,professional.course,no,yes,0,cellular,jun,mon,160,0,481,1,failure,-2.322907999317576,93.09907294204271,-34.644370195995606,0.6757188508382012,5007.074940054018,no
46,22,retired,single,basic.4y,no,no,0,cellular,jul,wed,323,5,372,2,failure,-1.7549122695208583,94.38353816319729,-45.17548679291179,0.7688458287581911,4997.358729487301,no
47,33,services,single,university.degree,no,yes,0,cellular,sep,thu,107,2,1335,-1,nonexistent,-1.5772291260249411,92.89423205499313,-29.782814503799223,0.8180634642720221,4997.8930337178535,no
48,24,admin.,married,university.degree,no,unknown,0,cellular,nov,tue,339,3,21,2,success,-1.3960870403659635,93.81861682462288,-38.13631455568781,0.8934556652446364,4986.224818498485,yes
49,20,admin.,single,university.degree,no,no,0,cellular,may,thu,758,1,1243,1,failure,-2.728310090817089,92.98177654113897,-30.81062575046638,0.69311313005639,5009.079471573118,yes
50,50,technician,married,unknown,no,yes,0,cellular,jul,fri,5588,1,629,2,failure,-1.187932682266366,94.27422042614616,-40.761623250620865,0.8286423527449124,4973.7332286757355,yes
51,27,admin.,married,university.degree,no,no,0,cellular,may,tue,476,2,1138,1,nonexistent,-3.24621022833607,92.46125573266357,-29.176217864834218,0.6479794367185305,5021.0400811397085,yes
52,29,admin.,divorced,basic.4y,no,yes,0,cellular,jun,thu,233,1,221,0,nonexistent,-1.100948335398138,94.64838995721223,-45.203326195332934,0.7786919673118715,4970.179167498275,no
53,70,entrepreneur,single,professional.course,no,no,0,cellular,aug,mon,37,1,763,0,nonexistent,-2.4611190052119314,92.80363092026076,-32.471173945948095,0.6834545350562159,5011.7701328838,no
54,33,technician,married,professional.course,no,yes,0,cellular,sep,thu,623,2,1076,1,failure,-1.1000000015788935,95.79200797964401,-53.30565150375418,0.8132729345866563,4943.549608094687,no
55,49,self-employed,divorced,university.degree,no,no,0,cellular,may,thu,2105,2,616,1,failure,-1.5348207059334604,93.69499701029773,-36.53245753270174,0.711105525400414,5005.704738596246,yes
56,32,unemployed,married,professional.course,no,no,0,cellular,nov,thu,164,3,304,1,nonexistent,-1.4455203364051863,94.26094765744855,-39.551644231089114,0.7176826824526698,4994.824575656232,no
57,49,student,single,unknown,no,unknown,0,cellular,aug,tue,471,3,1790,-1,nonexistent,-3.2469597620637902,92.80460730767938,-31.21759834445487,0.7159019727815468,5021.520948429012,yes
58,37,admin.,single,university.degree,no,yes,0,cellular,nov,tue,318,0,181,-1,nonexistent,-3.1351627924227,92.84092281543732,-31.776215117292693,0.7200717031824235,5011.8177044463155,yes
59,42,admin.,divorced,high.school,no,yes,0,cellular,jul,wed,361,4,689,2,failure,-1.1786689884078192,94.680827296424,-46.18335950130633,0.8061237800654667,4983.698413632561,no
60,34,unknown,single,professional.course,no,yes,0,cellular,jun,tue,191,1,742,2,failure,-2.9466060815889366,93.16696797770797,-32.35516850879626,0.6424535571549614,5023.843092387897,yes
61,27,technician,married,high.school,no,no,0,cellular,jul,fri,274,2,-174,1,failure,-1.1040771343353706,94.96608688588361,-47.559549746656614,0.7720143107191149,4980.850071738999,yes
62,25,technician,single,basic.4y,no,yes,0,cellular,nov,tue,77,2,1198,-1,nonexistent,-3.2683416361858475,92.70683996176481,-29.46359511402235,0.6734491624336738,5025.343168665151,no
63,59,management,married,high.school,no,no,0,cellular,nov,tue,428,1,562,1,nonexistent,-1.7194323822959714,93.94736858561879,-38.802311345810516,0.6744206575992155,5005.6674822104915,yes
64,31,admin.,married,university.degree,no,no,0,cellular,nov,tue,167,0,1003,0,nonexistent,-2.5817427539860325,93.25769837754152,-33.343735287243184,0.8158580847831965,5007.153270034726,no
65,36,admin.,divorced,basic.6y,no,yes,0,cellular,sep,wed,256,2,794,-1,nonexistent,-1.259304573987977,93.69159757286785,-36.98619988876737,0.6703417929265393,4997.757540633701,no
66,26,student,married,professional.course,no,no,0,cellular,nov,tue,251,0,711,0,nonexistent,-3.3521698041251238,92.3208691126672,-26.786877154764845,0.6599326801157285,5028.990941925429,yes
67,34,technician,single,basic.6y,no,no,0,cellular,nov,tue,285,5,637,0,nonexistent,-1.1070729175187792,94.67845800470803,-43.321569799178995,0.853899020428443,4970.438073607593,no
68,38,admin.,married,professional.course,no,no,0,cellular,aug,mon,357,2,523,2,nonexistent,-1.5390629098027628,94.13980258524282,-37.746116332706826,0.7904317533715753,4992.646814197898,no
69,97,retired,married,unknown,no,yes,0,cellular,sep,thu,466,3,374,2,failure,-1.310150897711166,93.52276871125717,-32.22844267422756,0.6852934017319666,4996.579108836386,yes
70,24,student,divorced,professional.course,no,unknown,0,cellular,nov,wed,139,4,1210,0,failure,-2.908416627791121,92.90397931756291,-32.89304804945316,0.7794363402162803,5008.678041173906,no
71,38,technician,single,high.school,no,no,0,cellular,aug,thu,73,3,485,2,failure,-1.4930193626521584,93.48747519096204,-33.79011685963739,0.6640261036800371,5003.0894386370255,no
72,37,admin.,single,university.degree,no,yes,0,cellular,sep,tue,539,0,22,2,failure,-2.966021452933409,92.96329499226054,-24.621706635780697,0.6353044711185968,5017.198697549869,yes
73,52,management,married,professional.course,no,no,0,cellular,nov,wed,498,0,1096,0,nonexistent,-2.8195219966837017,92.80330590053822,-30.437903449207525,0.838123091885081,5001.452622197491,no
74,46,student,single,university.degree,no,no,0,cellular,aug,fri,155,3,426,1,failure,-2.521673271376442,93.84757076883324,-34.74776949068564,0.7469836680484541,4993.120187898718,yes
75,36,services,married,basic.4y,no,no,0,cellular,jul,thu,218,2,662,0,nonexistent,-3.2596237057207245,92.86012350585415,-26.340882540982335,0.6511796423294377,5015.536932444417,yes
76,60,admin.,married,university.degree,no,yes,0,cellular,jul,fri,285,3,1478,0,nonexistent,-1.1433462212643097,94.14866704317102,-42.185247882805164,0.9098343512135456,4982.950314734387,no
77,61,unemployed,married,basic.4y,no,no,0,cellular,may,tue,313,2,500,3,failure,-2.2097691624299527,94.01914974684139,-39.98903575316475,0.7310622132356352,5006.77026245236,no
78,51,admin.,single,unknown,no,yes,0,cellular,sep,wed,149,3,623,0,nonexistent,-1.1098691174652986,93.46227661792884,-37.272933259985194,0.7975802906939803,4978.141343818897,no
79,46,admin.,married,university.degree,no,yes,0,cellular,sep,wed,255,1,645,0,nonexistent,-1.2131423790309226,93.34600471815119,-34.57215866418633,0.8395265642882895,4975.160634430945,no
80,30,technician,single,university.degree,no,no,0,cellular,jul,mon,338,3,990,1,failure,-2.6597725820415077,93.13374277792079,-30.749333045234152,0.6521780391177954,5017.3568061211945,yes
81,35,admin.,married,high.school,no,yes,0,cellular,sep,fri,177,2,523,1,nonexistent,-1.1004591732158877,94.7238836826572,-42.12293369566862,0.7103220427672186,4978.477409472512,yes
82,39,self-employed,single,high.school,no,no,0,cellular,sep,tue,280,0,704,1,nonexistent,-1.1549005739926206,93.55626343163196,-34.35178334945697,0.7004556496609635,4986.463339952608,yes
83,38,admin.,married,professional.course,no,yes,0,cellular,sep,fri,179,-1,546,1,nonexistent,-1.1447189320505013,93.75274906512466,-40.48293299935437,0.9023195507423709,4976.593264486581,yes
84,36,retired,single,basic.4y,no,yes,0,cellular,sep,mon,259,2,297,1,failure,-1.1268117744027601,93.68690454710122,-37.17242318601094,0.9441408653643375,4973.919942689687,yes
85,55,admin.,married,unknown,no,yes,0,cellular,nov,thu,164,1,768,0,nonexistent,-2.3771328320610356,92.84726861857423,-31.790910819242548,0.6688160630788841,4994.699014647837,no
86,44,admin.,married,university.degree,no,yes,0,cellular,jun,wed,1661,2,801,0,nonexistent,-1.1328151381675267,94.79659506599697,-48.267265407358245,0.8153996056845337,4977.297548967448,yes
87,42,admin.,single,basic.9y,no,no,0,cellular,jul,thu,291,3,1291,-1,nonexistent,-3.1868483986230327,93.01435115151995,-33.56194400498276,0.6452755337318152,5019.9929260223935,no
88,48,self-employed,married,unknown,no,no,0,cellular,aug,tue,167,2,64,1,nonexistent,-3.290195344450781,93.23154202899916,-28.113127322724452,0.653997689247807,5027.9173906268925,no
89,62,retired,married,high.school,no,yes,0,cellular,aug,tue,725,3,1025,-1,nonexistent,-3.1396989733904235,93.0815164414855,-32.525620811358145,0.6785540336366854,5025.144938326285,yes
90,41,admin.,single,university.degree,no,yes,0,cellular,sep,tue,312,2,1103,0,failure,-2.7545314723098784,92.61916717090882,-25.970040575126003,0.6644515964225796,5012.517502514093,yes
91,52,admin.,married,unknown,no,yes,0,cellular,jun,fri,250,1,287,2,failure,-2.3526915256883356,93.61461356492102,-34.60685529299035,0.8256977701319171,4990.7451373722915,yes
92,33,self-employed,single,university.degree,no,no,0,cellular,nov,mon,310,1,1407,0,nonexistent,-1.5884329400648967,93.43524954134055,-38.82530966846662,0.924267361936587,4996.604814734725,no
93,44,unemployed,single,professional.course,no,yes,1,cellular,sep,wed,52,2,1133,2,failure,-1.1021182793881952,94.20207064359936,-39.607812999005624,0.7570046717312199,4979.842821491636,no
94,38,services,married,university.degree,no,no,0,cellular,jul,fri,249,1,942,1,failure,-2.077780993887706,93.58362977858903,-31.128987194757176,0.6422953001253078,5004.809180040571,yes
95,27,retired,married,unknown,no,yes,0,cellular,jun,fri,1287,2,468,1,nonexistent,-1.4119874840485853,93.79561221481413,-37.99213059490056,0.7050154625111922,4994.425490080666,yes
96,50,student,married,basic.4y,no,yes,0,cellular,aug,mon,590,1,697,-1,nonexistent,-2.971358850153059,92.67357023722283,-26.174519628418437,0.6979765767974624,5009.7333657811405,yes
97,48,admin.,married,basic.4y,no,no,0,cellular,may,mon,273,1,900,1,failure,-1.4548253301041978,93.97928826265388,-40.462889974639296,0.6884501370398092,4995.102079974347,yes
98,42,technician,married,high.school,no,no,0,cellular,jul,fri,217,2,1100,-1,nonexistent,-2.7378219830353863,93.1256275109236,-28.58805060534253,0.6373020586313443,5019.0979704916035,yes
99,73,technician,married,university.degree,no,yes,0,cellular,nov,tue,384,0,-1,1,success,-3.319001342294984,92.44584701804315,-28.470214816689527,0.6918173957735627,5019.981620993785,yes
100,39,retired,single,university.degree,no,no,0,cellular,aug,tue,145,1,1336,-1,nonexistent,-3.2877588764006624,92.65853392674747,-30.33700043658032,0.6701652932190422,5024.0941002466525,no
101,29,technician,single,university.degree,no,yes,0,cellular,aug,thu,540,5,370,3,failure,-1.3279737147151933,94.27169611523661,-40.02587702543334,0.7805571663110095,4986.068007048037,yes
102,25,student,married,high.school,no,no,0,cellular,nov,wed,235,1,268,0,nonexistent,-3.3163302822290617,91.8950134686969,-23.15981278342908,0.6500257873636477,5031.570421733761,yes
103,36,admin.,married,basic.4y,no,unknown,0,cellular,sep,mon,492,2,1113,0,nonexistent,-1.1012436861387864,94.6774203196078,-41.64506665819706,0.714749870793589,4973.626944302091,yes
104,74,retired,married,university.degree,no,no,0,cellular,aug,fri,1232,3,889,0,nonexistent,-2.297459491424827,92.73475452328285,-28.926124103986545,0.7023295295612283,4997.9885235211805,yes
105,32,retired,single,basic.4y,no,yes,0,cellular,jun,mon,110,1,511,1,nonexistent,-1.7034389636874243,93.54686095897601,-36.75736458221053,0.71489011163481,5002.483710590729,no
106,80,retired,married,high.school,no,yes,0,cellular,sep,mon,271,2,1423,0,nonexistent,-1.7805642774453685,93.22701658194968,-31.143644961971997,0.6585121118693678,4998.410253301816,yes
107,39,admin.,married,university.degree,no,yes,0,cellular,nov,wed,532,1,813,1,failure,-2.9752741080127008,92.37255730602921,-27.486990155259974,0.7791265112334075,5015.255615442327,no
108,59,admin.,single,university.degree,no,yes,0,cellular,sep,mon,1156,1,862,1,failure,-1.136792935183058,93.47401254819154,-37.90726909879787,0.9006402568698232,4978.753876845419,yes
109,57,admin.,married,professional.course,no,yes,1,cellular,sep,thu,174,2,723,0,nonexistent,-1.1058352605207276,94.4054263636077,-38.90105937648399,0.7861268954850654,4967.240180747123,no
110,43,admin.,divorced,university.degree,no,yes,0,cellular,nov,mon,919,-1,829,0,nonexistent,-1.4326877366651345,93.70771594973121,-38.072241021847255,0.9298704273265084,4990.432449897389,yes
111,29,student,married,university.degree,no,no,0,cellular,jun,wed,614,3,973,1,failure,-1.3368814249285936,93.62753978585707,-38.398938795222996,0.8921397684993648,4981.831409186284,no
112,32,student,single,university.degree,no,no,0,cellular,sep,fri,416,2,1420,0,nonexistent,-1.1000220244025969,94.9586715648846,-49.17586639192379,1.023706929802455,4956.587516670465,yes
113,40,unemployed,single,professional.course,no,yes,0,cellular,jul,wed,193,3,49,2,failure,-1.121027764470098,94.66385952438404,-41.866502127711996,0.6611371851135177,5002.769550946445,yes
114,44,admin.,married,university.degree,no,yes,0,cellular,nov,thu,59,2,716,2,failure,-3.2904789004929262,92.97129386037199,-31.70075429105056,0.7369104873258719,5024.674989910519,no
115,44,retired,single,high.school,no,no,0,cellular,jul,thu,354,1,-261,2,failure,-1.2361928478022346,94.42607298158306,-42.92184938526508,0.9096921941309462,4981.371306332003,yes
116,63,technician,married,professional.course,no,no,0,cellular,may,thu,669,4,1964,0,nonexistent,-1.2667881526536973,93.80613975899217,-40.86575324511424,0.7439292014792448,4999.73643601756,no
117,28,technician,single,university.degree,no,yes,0,cellular,nov,fri,476,0,586,2,nonexistent,-1.993137532105192,92.83330743247429,-33.42665742928015,0.7904189217055253,5007.840962720317,yes
118,42,management,single,university.degree,no,yes,0,cellular,nov,mon,351,1,229,2,failure,-1.19947816628147,93.8045755482012,-38.5794860818171,0.8716456535586706,4982.239222516045,yes
119,48,retired,single,professional.course,no,yes,0,cellular,jun,mon,499,3,879,0,nonexistent,-1.2910560297515405,94.49853037552845,-44.752525186920735,0.7181598715284262,4987.301454186406,no
120,55,services,single,high.school,no,no,0,cellular,jul,thu,1119,-1,282,1,failure,-1.9313667730889854,93.53117890347856,-37.52236364349596,0.8344609529557345,4996.50161135603,yes
121,57,self-employed,divorced,high.school,no,no,0,cellular,aug,thu,216,1,345,1,failure,-2.224015712009283,93.57535262572412,-34.74306968290695,0.897925164261689,5002.312139615734,yes
122,47,retired,married,university.degree,no,yes,0,cellular,jul,tue,396,1,590,1,failure,-3.3991682848818394,92.04285237503028,-23.358793534770157,0.6341405605399131,5054.905130090993,yes
123,46,admin.,single,high.school,no,yes,0,cellular,nov,tue,1888,2,-346,3,failure,-1.4112841336941204,93.54908769156171,-38.716921763830236,1.0028073016515617,4982.5800593700205,yes
124,52,student,single,basic.6y,no,no,0,cellular,nov,tue,184,3,505,1,failure,-2.5459092034763966,93.14207341904529,-35.198866213349845,0.7950828592896968,5003.2183703338305,no
125,74,retired,married,university.degree,no,unknown,0,cellular,aug,tue,214,-1,146,2,failure,-1.1510086764555698,94.22784347671792,-41.94571786446267,0.9136957676093229,4979.736445627525,yes
126,27,technician,single,university.degree,no,yes,0,cellular,jul,wed,305,3,478,1,nonexistent,-1.136978169302477,94.58489692357378,-43.193977332570014,1.0058861243470785,4966.933716610419,no
127,47,admin.,single,basic.4y,no,no,0,cellular,jun,fri,106,1,800,1,nonexistent,-1.1604386863470704,93.78609084766065,-38.323875544429114,0.8604034078500084,4981.247523832194,no
128,48,self-employed,married,basic.9y,no,yes,0,cellular,jul,tue,641,4,1394,0,nonexistent,-1.2023893891594688,94.32003578678126,-39.760495028859,0.7003291950403665,4983.567386302965,no
129,25,retired,single,professional.course,no,no,0,cellular,sep,wed,143,6,480,0,nonexistent,-1.13012150837186,94.72478936134172,-39.74129754408889,0.7256060585596654,4970.514625697515,no
130,51,retired,single,university.degree,no,no,0,cellular,may,tue,339,3,258,3,failure,-1.1939176544018864,93.88409856212616,-41.91055867980949,0.7179481350610121,5001.137591326185,no
131,60,admin.,single,high.school,no,no,0,cellular,aug,tue,195,2,385,1,nonexistent,-1.2852675229216315,93.19311936689267,-36.912643220487126,0.7820246745340836,5003.844276031294,yes
132,26,technician,married,university.degree,no,yes,0,cellular,sep,tue,10,5,1070,1,failure,-1.3871302911922752,93.37208166928896,-33.65783550646597,0.7361780574378521,4990.761467327788,no
133,25,admin.,single,university.degree,no,no,0,cellular,jul,wed,123,1,847,1,failure,-1.1447414277616792,94.03854148464525,-39.615516912683155,0.7509496131608224,4987.394328103705,no
134,37,admin.,married,high.school,no,yes,0,cellular,nov,fri,1612,0,478,2,failure,-1.140443827166357,94.28965767375239,-40.20569696954726,0.9791504384947496,4961.983182062715,yes
135,30,technician,married,university.degree,no,yes,0,cellular,jun,tue,164,4,292,1,nonexistent,-3.3278261160630813,92.49277137389606,-28.87973312439021,0.6976894359786778,5023.852700998384,no
136,38,admin.,married,university.degree,no,yes,0,cellular,aug,tue,230,3,152,2,failure,-2.9491405793741703,93.26103297879624,-32.42815787196064,0.8645051286040217,5003.4132587521335,yes
137,54,technician,married,university.degree,no,unknown,0,cellular,may,tue,195,1,869,2,failure,-1.109702110950392,94.69717338704656,-51.70398104839227,0.9485097219139551,4985.729074481231,yes
138,55,technician,married,high.school,no,no,0,cellular,jun,tue,154,3,232,2,failure,-1.101263211169507,94.6078986507902,-44.277109525054044,0.7139775424911914,4977.14467241281,no
139,41,blue-collar,married,university.degree,no,no,0,cellular,may,thu,214,3,723,2,failure,-1.5293498531295684,94.28566750346626,-41.827212484290335,0.6997220095702704,5005.023630603324,no
140,64,unknown,married,basic.4y,no,yes,0,cellular,nov,fri,150,2,1895,-2,nonexistent,-1.738040168907995,93.26968936091336,-35.51035918485528,0.8302726517116166,4987.825439824775,no
141,23,retired,married,basic.4y,no,yes,0,cellular,nov,wed,115,1,187,2,nonexistent,-2.8276415313663943,93.3102758022472,-35.16034644278841,0.9317356812736948,4990.166210917476,no
142,31,admin.,divorced,university.degree,no,no,0,cellular,jul,thu,218,1,782,2,failure,-1.1000399655434832,95.61947015136002,-53.96363140451116,1.0456306876411656,4949.112938552783,no
143,48,technician,married,university.degree,no,unknown,0,cellular,sep,fri,1080,3,808,1,failure,-2.512167175198284,93.4305126217201,-31.750296761984487,0.6781588199703107,5006.963346169744,yes
144,24,admin.,married,professional.course,no,yes,0,cellular,nov,mon,351,2,-335,1,success,-1.249975245911087,93.68260920913248,-38.771928417206006,1.034196685696199,4982.412620056661,no
145,55,management,single,professional.course,no,yes,0,cellular,aug,wed,159,2,883,1,nonexistent,-1.4948545646049596,94.38238315185379,-43.62030522485436,0.9904929886142959,4977.591137651103,yes
146,27,admin.,divorced,university.degree,no,no,0,cellular,jun,tue,37,2,-286,7,failure,-1.2101798765048009,94.41430665442778,-42.75298157595912,0.937307695066385,4971.703729251523,no
147,47,management,married,high.school,no,no,0,cellular,nov,thu,231,2,1041,0,failure,-3.306494775869296,92.25043596937469,-27.94192337943177,0.6553979917699183,5036.237616249417,no
148,26,retired,married,university.degree,no,no,1,cellular,sep,fri,203,2,285,0,nonexistent,-1.1421242833656584,94.0969243572508,-40.50442400922468,0.7153253906402944,4984.0435937645025,yes
149,26,technician,single,university.degree,no,yes,0,cellular,sep,fri,105,3,600,0,nonexistent,-1.1546748291366788,93.46146032214068,-35.937743077422425,0.7078470071764954,4992.708353935455,yes
150,56,self-employed,single,professional.course,no,yes,0,cellular,jul,thu,301,1,1094,1,failure,-3.132092396223121,92.77601628688828,-27.93096886252247,0.6385364431852623,5028.891609809543,yes
151,36,management,single,professional.course,no,no,0,cellular,jul,fri,267,2,813,0,nonexistent,-2.8253976605680515,93.19817738825112,-28.051833970744845,0.6849646163804538,5005.368513163436,no
